project_key,outcome_type,outcome_date,outcome_date_precision,last_known_active_date,first_known_withdrawn_date,outcome_source,outcome_confidence
P::B::G355,operational,2003-05-02,day,,,Berkeley,high
P::B::G357,withdrawn,2004-02-10,day,,2020-12-31,Berkeley,high
P::B::G358,operational,2003-09-01,day,,,Berkeley,high
P::B::G359,withdrawn,2016-04-03,day,,2020-12-31,Berkeley,high
P::B::G359R,operational,2020-02-28,day,,,Berkeley,high
P::B::G361,operational,2006-05-01,day,,,Berkeley,high
P::B::G362,operational,2014-09-01,day,,,Berkeley,high
P::B::G364,withdrawn,2004-08-25,day,,2020-12-31,Berkeley,high
P::B::G365,withdrawn,2005-08-19,day,,2020-12-31,Berkeley,high
P::B::G366,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G367,withdrawn,2005-03-25,day,,2020-12-31,Berkeley,high
P::B::G368,operational,2007-09-01,day,,,Berkeley,high
P::B::G369,operational,2006-06-01,day,,,Berkeley,high
P::B::G370,operational,2007-12-01,day,,,Berkeley,high
P::B::G371,withdrawn,2004-09-29,day,,2020-12-31,Berkeley,high
P::B::G372,withdrawn,2004-04-30,day,,2020-12-31,Berkeley,high
P::B::G373,withdrawn,2004-04-16,day,,2020-12-31,Berkeley,high
P::B::G374,operational,2005-05-01,day,,,Berkeley,high
P::B::G375,operational,2005-05-01,day,,,Berkeley,high
P::B::G376,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G377,withdrawn,2004-03-05,day,,2020-12-31,Berkeley,high
P::B::G378,withdrawn,2004-02-17,day,,2020-12-31,Berkeley,high
P::B::G379,withdrawn,2004-02-17,day,,2020-12-31,Berkeley,high
P::B::G380,operational,2005-12-01,day,,,Berkeley,high
P::B::G382,operational,2007-11-30,day,,,Berkeley,high
P::B::G383,operational,2002-11-01,day,,,Berkeley,high
P::B::G384,withdrawn,2022-12-31,interval,2021-12-31,2022-12-31,Berkeley,medium
P::B::G385,operational,2004-07-01,day,,,Berkeley,high
P::B::G386,operational,2007-10-15,day,,,Berkeley,high
P::B::G387,withdrawn,2004-07-22,day,,2020-12-31,Berkeley,high
P::B::G389,operational,2004-08-01,day,,,Berkeley,high
P::B::G390,withdrawn,2015-06-29,day,,2020-12-31,Berkeley,high
P::B::G391,withdrawn,2006-01-03,day,,2020-12-31,Berkeley,high
P::B::G392,withdrawn,2009-11-02,day,,2020-12-31,Berkeley,high
P::B::G394,withdrawn,2004-08-23,day,,2020-12-31,Berkeley,high
P::B::G395,withdrawn,2004-08-23,day,,2020-12-31,Berkeley,high
P::B::G396,operational,2004-07-01,day,,,Berkeley,high
P::B::G397,operational,2009-01-01,day,,,Berkeley,high
P::B::G398,operational,2010-01-01,day,,,Berkeley,high
P::B::G399,withdrawn,2005-10-27,day,,2020-12-31,Berkeley,high
P::B::G400,withdrawn,2004-06-02,day,,2020-12-31,Berkeley,high
P::B::G402,withdrawn,2004-07-12,day,,2020-12-31,Berkeley,high
P::B::G404,withdrawn,2004-03-17,day,,2020-12-31,Berkeley,high
P::B::G405,operational,2004-07-01,day,,,Berkeley,high
P::B::G407,withdrawn,2006-02-02,day,,2020-12-31,Berkeley,high
P::B::G408,operational,2005-11-01,day,,,Berkeley,high
P::B::G409,operational,2007-12-01,day,,,Berkeley,high
P::B::G410,withdrawn,2005-03-07,day,,2020-12-31,Berkeley,high
P::B::G411,withdrawn,2004-07-22,day,,2020-12-31,Berkeley,high
P::B::G412,operational,2004-03-01,day,,,Berkeley,high
P::B::G413,withdrawn,2005-07-15,day,,2020-12-31,Berkeley,high
P::B::G414,withdrawn,2004-08-02,day,,2020-12-31,Berkeley,high
P::B::G415,withdrawn,2004-04-26,day,,2020-12-31,Berkeley,high
P::B::G416,withdrawn,2005-04-04,day,,2020-12-31,Berkeley,high
P::B::G417,operational,2006-06-01,day,,,Berkeley,high
P::B::G418,withdrawn,2010-12-07,day,,2020-12-31,Berkeley,high
P::B::G419,withdrawn,2004-05-10,day,,2020-12-31,Berkeley,high
P::B::G420,withdrawn,2004-11-08,day,,2020-12-31,Berkeley,high
P::B::G421,withdrawn,2004-12-02,day,,2020-12-31,Berkeley,high
P::B::G423,withdrawn,2004-09-09,day,,2020-12-31,Berkeley,high
P::B::G424,operational,2005-12-31,day,,,Berkeley,high
P::B::G425,withdrawn,2004-05-06,day,,2020-12-31,Berkeley,high
P::B::G426,operational,2007-10-01,day,,,Berkeley,high
P::B::G427,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G428,operational,2005-09-01,day,,,Berkeley,high
P::B::G429,withdrawn,2004-07-13,day,,2020-12-31,Berkeley,high
P::B::G430,withdrawn,2005-08-19,day,,2020-12-31,Berkeley,high
P::B::G431,operational,2007-12-01,day,,,Berkeley,high
P::B::G432,withdrawn,2011-11-16,day,,2020-12-31,Berkeley,high
P::B::G433,operational,2005-11-01,day,,,Berkeley,high
P::B::G434,operational,2006-07-01,day,,,Berkeley,high
P::B::G435,withdrawn,2004-10-13,day,,2020-12-31,Berkeley,high
P::B::G436,operational,2010-07-01,day,,,Berkeley,high
P::B::G438,withdrawn,2009-07-07,day,,2020-12-31,Berkeley,high
P::B::G439,operational,2005-12-01,day,,,Berkeley,high
P::B::G441,withdrawn,2005-06-24,day,,2020-12-31,Berkeley,high
P::B::G442,operational,2010-06-01,day,,,Berkeley,high
P::B::G443,operational,2007-12-01,day,,,Berkeley,high
P::B::G444,operational,2005-09-30,day,,,Berkeley,high
P::B::G445,withdrawn,2005-04-12,day,,2020-12-31,Berkeley,high
P::B::G446,withdrawn,2005-07-13,day,,2020-12-31,Berkeley,high
P::B::G447,withdrawn,2005-08-29,day,,2020-12-31,Berkeley,high
P::B::G448,withdrawn,2005-08-29,day,,2020-12-31,Berkeley,high
P::B::G449,withdrawn,2004-09-29,day,,2020-12-31,Berkeley,high
P::B::G450,withdrawn,2004-09-27,day,,2020-12-31,Berkeley,high
P::B::G474,operational,2005-07-01,day,,,Berkeley,high
P::B::G475,operational,2007-11-30,day,,,Berkeley,high
P::B::G476,withdrawn,2005-08-01,day,,2020-12-31,Berkeley,high
P::B::G477,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G478,operational,2005-11-01,day,,,Berkeley,high
P::B::G479,operational,2008-08-01,day,,,Berkeley,high
P::B::G480,withdrawn,2005-11-01,day,,2020-12-31,Berkeley,high
P::B::G481,operational,2007-03-15,day,,,Berkeley,high
P::B::G482,withdrawn,2006-02-24,day,,2020-12-31,Berkeley,high
P::B::G483,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G484,withdrawn,2006-09-20,day,,2020-12-31,Berkeley,high
P::B::G485,withdrawn,2005-01-04,day,,2020-12-31,Berkeley,high
P::B::G488,withdrawn,2005-12-08,day,,2020-12-31,Berkeley,high
P::B::G489,withdrawn,2009-08-04,day,,2020-12-31,Berkeley,high
P::B::G491,withdrawn,2013-12-04,day,,2020-12-31,Berkeley,high
P::B::G492,operational,2005-12-01,day,,,Berkeley,high
P::B::G493,withdrawn,2005-08-24,day,,2020-12-31,Berkeley,high
P::B::G494,withdrawn,2005-07-01,day,,2020-12-31,Berkeley,high
P::B::G495,operational,2006-10-01,day,,,Berkeley,high
P::B::G496,withdrawn,2005-08-24,day,,2020-12-31,Berkeley,high
P::B::G498,withdrawn,2006-07-19,day,,2020-12-31,Berkeley,high
P::B::G499,withdrawn,2005-06-21,day,,2020-12-31,Berkeley,high
P::B::G500,withdrawn,2005-08-01,day,,2020-12-31,Berkeley,high
P::B::G501,withdrawn,2005-04-29,day,,2020-12-31,Berkeley,high
P::B::G502,operational,2007-05-01,day,,,Berkeley,high
P::B::G503,operational,2008-10-01,day,,,Berkeley,high
P::B::G504,withdrawn,2006-08-07,day,,2020-12-31,Berkeley,high
P::B::G505,withdrawn,2005-08-01,day,,2020-12-31,Berkeley,high
P::B::G506,withdrawn,2005-11-01,day,,2020-12-31,Berkeley,high
P::B::G507,operational,2005-11-01,day,,,Berkeley,high
P::B::G507b,operational,2008-08-01,day,,,Berkeley,high
P::B::G508,withdrawn,2005-10-13,day,,2020-12-31,Berkeley,high
P::B::G509,withdrawn,2006-06-22,day,,2020-12-31,Berkeley,high
P::B::G510,operational,2005-12-31,day,,,Berkeley,high
P::B::G511,withdrawn,2005-05-12,day,,2020-12-31,Berkeley,high
P::B::G512,withdrawn,2006-09-07,day,,2020-12-31,Berkeley,high
P::B::G513,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G514,operational,2006-12-31,day,,,Berkeley,high
P::B::G515,operational,2007-10-01,day,,,Berkeley,high
P::B::G516,withdrawn,2005-06-27,day,,2020-12-31,Berkeley,high
P::B::G517,withdrawn,2019-10-24,day,,2020-12-31,Berkeley,high
P::B::G518,operational,2007-10-01,day,,,Berkeley,high
P::B::G519,withdrawn,2013-05-07,day,,2020-12-31,Berkeley,high
P::B::G520,withdrawn,2015-06-08,day,,2020-12-31,Berkeley,high
P::B::G521,operational,2010-12-01,day,,,Berkeley,high
P::B::G522,withdrawn,2006-04-06,day,,2020-12-31,Berkeley,high
P::B::G523,withdrawn,2006-04-10,day,,2020-12-31,Berkeley,high
P::B::G524,withdrawn,2005-11-01,day,,2020-12-31,Berkeley,high
P::B::G526,operational,2010-05-01,day,,,Berkeley,high
P::B::G527,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G528,withdrawn,2006-05-19,day,,2020-12-31,Berkeley,high
P::B::G529,withdrawn,2005-08-29,day,,2020-12-31,Berkeley,high
P::B::G530,operational,2006-10-15,day,,,Berkeley,high
P::B::G531,withdrawn,2015-06-29,day,,2020-12-31,Berkeley,high
P::B::G532,operational,2006-09-01,day,,,Berkeley,high
P::B::G534,withdrawn,2005-08-30,day,,2020-12-31,Berkeley,high
P::B::G535,operational,2008-08-01,day,,,Berkeley,high
P::B::G536,operational,2009-04-01,day,,,Berkeley,high
P::B::G537,withdrawn,2006-09-29,day,,2020-12-31,Berkeley,high
P::B::G538,operational,2007-04-25,day,,,Berkeley,high
P::B::G539,withdrawn,2005-10-13,day,,2020-12-31,Berkeley,high
P::B::G540,operational,2007-11-01,day,,,Berkeley,high
P::B::G541,operational,2006-10-01,day,,,Berkeley,high
P::B::G542,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G543,operational,2005-12-01,day,,,Berkeley,high
P::B::G544,withdrawn,2009-05-04,day,,2020-12-31,Berkeley,high
P::B::G545,operational,2007-12-31,day,,,Berkeley,high
P::B::G546,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G547,operational,2005-12-01,day,,,Berkeley,high
P::B::G548,operational,2007-12-01,day,,,Berkeley,high
P::B::G549,withdrawn,2018-06-26,day,,2020-12-31,Berkeley,high
P::B::G550,operational,2006-12-31,day,,,Berkeley,high
P::B::G551,operational,2006-12-15,day,,,Berkeley,high
P::B::G552,withdrawn,2010-04-06,day,,2020-12-31,Berkeley,high
P::B::G553,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G554,withdrawn,2006-01-09,day,,2020-12-31,Berkeley,high
P::B::G555,withdrawn,2012-03-08,day,,2020-12-31,Berkeley,high
P::B::G561,withdrawn,2006-03-22,day,,2020-12-31,Berkeley,high
P::B::G562,operational,2007-10-01,day,,,Berkeley,high
P::B::G563,operational,2007-12-31,day,,,Berkeley,high
P::B::G564,operational,2007-06-01,day,,,Berkeley,high
P::B::G565,withdrawn,2006-09-27,day,,2020-12-31,Berkeley,high
P::B::G566,operational,2011-06-01,day,,,Berkeley,high
P::B::G566d,operational,2008-08-01,day,,,Berkeley,high
P::B::G567,withdrawn,2007-03-05,day,,2020-12-31,Berkeley,high
P::B::G568,withdrawn,2007-03-05,day,,2020-12-31,Berkeley,high
P::B::G569,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G570,withdrawn,2006-02-15,day,,2020-12-31,Berkeley,high
P::B::G571,withdrawn,2007-06-04,day,,2020-12-31,Berkeley,high
P::B::G573,operational,2021-12-31,observation,,,Berkeley,medium
P::B::G574,operational,2007-10-31,day,,,Berkeley,high
P::B::G575,operational,2006-10-01,day,,,Berkeley,high
P::B::G576,withdrawn,2010-04-20,day,,2020-12-31,Berkeley,high
P::B::G577,operational,2007-09-30,day,,,Berkeley,high
P::B::G578,withdrawn,2008-09-30,day,,2020-12-31,Berkeley,high
P::B::G579,operational,2006-10-01,day,,,Berkeley,high
P::B::G580,operational,2006-09-30,day,,,Berkeley,high
P::B::G581,withdrawn,2008-07-01,day,,2020-12-31,Berkeley,high
P::B::G582,withdrawn,2006-01-11,day,,2020-12-31,Berkeley,high
P::B::G583,withdrawn,2007-05-03,day,,2020-12-31,Berkeley,high
P::B::G584,withdrawn,2008-08-12,day,,2020-12-31,Berkeley,high
P::B::G585,withdrawn,2006-03-24,day,,2020-12-31,Berkeley,high
P::B::G586,operational,2007-09-01,day,,,Berkeley,high
P::B::G587,withdrawn,2015-12-03,day,,2021-12-31,Berkeley,high
P::B::G588,operational,2007-01-01,day,,,Berkeley,high
P::B::G589,withdrawn,2009-01-05,day,,2020-12-31,Berkeley,high
P::B::G590,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G591,withdrawn,2008-04-16,day,,2020-12-31,Berkeley,high
P::B::G593,withdrawn,2012-09-26,day,,2020-12-31,Berkeley,high
P::B::G594,withdrawn,2012-11-28,day,,2020-12-31,Berkeley,high
P::B::G595,operational,2007-10-01,day,,,Berkeley,high
P::B::G596,withdrawn,2006-04-05,day,,2020-12-31,Berkeley,high
P::B::G597,withdrawn,2010-01-20,day,,2020-12-31,Berkeley,high
P::B::G598,withdrawn,2013-04-03,day,,2021-12-31,Berkeley,high
P::B::G599,withdrawn,2012-01-04,day,,2020-12-31,Berkeley,high
P::B::G600,withdrawn,2006-04-28,day,,2020-12-31,Berkeley,high
P::B::G602,operational,2007-10-01,day,,,Berkeley,high
P::B::G603,withdrawn,2006-10-31,day,,2020-12-31,Berkeley,high
P::B::G604,operational,2007-07-30,day,,,Berkeley,high
P::B::G605,withdrawn,2006-09-29,day,,2020-12-31,Berkeley,high
P::B::G606,operational,2008-06-01,day,,,Berkeley,high
P::B::G607,withdrawn,2010-01-15,day,,2020-12-31,Berkeley,high
P::B::G608,withdrawn,2011-08-18,day,,2020-12-31,Berkeley,high
P::B::G609,operational,2008-10-25,day,,,Berkeley,high
P::B::G611,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G612,operational,2007-05-15,day,,,Berkeley,high
P::B::G613,withdrawn,2008-03-24,day,,2020-12-31,Berkeley,high
P::B::G614,withdrawn,2013-03-20,day,,2020-12-31,Berkeley,high
P::B::G616,withdrawn,2007-07-06,day,,2020-12-31,Berkeley,high
P::B::G617,withdrawn,2012-07-26,day,,2020-12-31,Berkeley,high
P::B::G618,withdrawn,2011-10-24,day,,2020-12-31,Berkeley,high
P::B::G619,operational,2008-12-01,day,,,Berkeley,high
P::B::G620,withdrawn,2018-04-20,day,,2020-12-31,Berkeley,high
P::B::G621,operational,2022-12-01,day,2025-12-31,,Berkeley,high
P::B::G622,withdrawn,2012-01-26,day,,2020-12-31,Berkeley,high
P::B::G623,withdrawn,2007-02-15,day,,2020-12-31,Berkeley,high
P::B::G624,withdrawn,2011-11-21,day,,2020-12-31,Berkeley,high
P::B::G626,withdrawn,2012-10-09,day,,2021-12-31,Berkeley,high
P::B::G627,withdrawn,2006-05-08,day,,2020-12-31,Berkeley,high
P::B::G628,withdrawn,2016-07-25,day,,2020-12-31,Berkeley,high
P::B::G629,withdrawn,2007-04-17,day,,2020-12-31,Berkeley,high
P::B::G630,withdrawn,2008-12-09,day,,2020-12-31,Berkeley,high
P::B::G631,withdrawn,2013-04-29,day,,2020-12-31,Berkeley,high
P::B::G632,withdrawn,2013-04-29,day,,2020-12-31,Berkeley,high
P::B::G633,withdrawn,2013-04-29,day,,2020-12-31,Berkeley,high
P::B::G634,withdrawn,2012-12-27,day,,2020-12-31,Berkeley,high
P::B::G635,withdrawn,2012-12-27,day,,2020-12-31,Berkeley,high
P::B::G636,withdrawn,2014-10-22,day,,2020-12-31,Berkeley,high
P::B::G637,withdrawn,2016-12-13,day,,2020-12-31,Berkeley,high
P::B::G638,withdrawn,2013-11-07,day,,2020-12-31,Berkeley,high
P::B::G639,withdrawn,2006-08-10,day,,2020-12-31,Berkeley,high
P::B::G640,withdrawn,2013-04-03,day,,2020-12-31,Berkeley,high
P::B::G641,operational,2008-10-01,day,,,Berkeley,high
P::B::G642,withdrawn,2007-03-22,day,,2020-12-31,Berkeley,high
P::B::G643,withdrawn,2010-11-30,day,,2020-12-31,Berkeley,high
P::B::G644,withdrawn,2014-08-07,day,,2020-12-31,Berkeley,high
P::B::G645,operational,2008-10-01,day,,,Berkeley,high
P::B::G646,operational,2008-03-01,day,,,Berkeley,high
P::B::G647,withdrawn,2006-08-18,day,,2020-12-31,Berkeley,high
P::B::G648,withdrawn,2009-06-05,day,,2020-12-31,Berkeley,high
P::B::G649,withdrawn,2009-06-05,day,,2020-12-31,Berkeley,high
P::B::G650,withdrawn,2011-05-04,day,,2020-12-31,Berkeley,high
P::B::G651,withdrawn,2008-03-25,day,,2020-12-31,Berkeley,high
P::B::G652,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G653d,withdrawn,2007-03-29,day,,2020-12-31,Berkeley,high
P::B::G654,withdrawn,2010-05-10,day,,2020-12-31,Berkeley,high
P::B::G656,withdrawn,2009-05-26,day,,2020-12-31,Berkeley,high
P::B::G657,withdrawn,2013-10-23,day,,2020-12-31,Berkeley,high
P::B::G658,withdrawn,2013-10-21,day,,2020-12-31,Berkeley,high
P::B::G659,withdrawn,2007-05-24,day,,2020-12-31,Berkeley,high
P::B::G660,withdrawn,2009-02-09,day,,2020-12-31,Berkeley,high
P::B::G661,withdrawn,2010-06-18,day,,2020-12-31,Berkeley,high
P::B::G662,withdrawn,2010-08-05,day,,2020-12-31,Berkeley,high
P::B::G663,withdrawn,2013-10-09,day,,2020-12-31,Berkeley,high
P::B::G666,withdrawn,2009-05-26,day,,2020-12-31,Berkeley,high
P::B::G667,operational,2007-11-01,day,,,Berkeley,high
P::B::G668,withdrawn,2012-07-25,day,,2020-12-31,Berkeley,high
P::B::G669,withdrawn,2006-09-01,day,,2020-12-31,Berkeley,high
P::B::G670,withdrawn,2011-10-04,day,,2020-12-31,Berkeley,high
P::B::G671,withdrawn,2007-03-26,day,,2020-12-31,Berkeley,high
P::B::G674,operational,2008-04-01,day,,,Berkeley,high
P::B::G675,operational,2008-04-01,day,,,Berkeley,high
P::B::G677,withdrawn,2010-08-25,day,,2020-12-31,Berkeley,high
P::B::G678,withdrawn,2006-11-17,day,,2020-12-31,Berkeley,high
P::B::G679,withdrawn,2006-09-28,day,,2020-12-31,Berkeley,high
P::B::G680,withdrawn,2013-06-10,day,,2020-12-31,Berkeley,high
P::B::G681,withdrawn,2013-06-27,day,,2020-12-31,Berkeley,high
P::B::G683,withdrawn,2009-02-06,day,,2020-12-31,Berkeley,high
P::B::G684,withdrawn,2007-01-08,day,,2020-12-31,Berkeley,high
P::B::G685,operational,2008-11-01,day,,,Berkeley,high
P::B::G687,withdrawn,2009-05-04,day,,2020-12-31,Berkeley,high
P::B::G688,withdrawn,2007-01-08,day,,2020-12-31,Berkeley,high
P::B::G689,operational,2008-10-15,day,,,Berkeley,high
P::B::G690,withdrawn,2011-11-01,day,,2020-12-31,Berkeley,high
P::B::G691,withdrawn,2009-11-17,day,,2020-12-31,Berkeley,high
P::B::G694,withdrawn,2009-07-16,day,,2020-12-31,Berkeley,high
P::B::G695,withdrawn,2012-07-30,day,,2020-12-31,Berkeley,high
P::B::G696,withdrawn,2017-04-04,day,,2020-12-31,Berkeley,high
P::B::G697,withdrawn,2014-09-18,day,,2020-12-31,Berkeley,high
P::B::G698,withdrawn,2010-03-26,day,,2020-12-31,Berkeley,high
P::B::G699,withdrawn,2012-07-18,day,,2020-12-31,Berkeley,high
P::B::G700,withdrawn,2007-11-27,day,,2020-12-31,Berkeley,high
P::B::G701,withdrawn,2007-12-26,day,,2020-12-31,Berkeley,high
P::B::G702,withdrawn,2007-01-19,day,,2020-12-31,Berkeley,high
P::B::G703,withdrawn,2012-04-23,day,,2020-12-31,Berkeley,high
P::B::G704,withdrawn,2012-04-23,day,,2020-12-31,Berkeley,high
P::B::G705,withdrawn,2012-04-23,day,,2020-12-31,Berkeley,high
P::B::G706,operational,2008-11-01,day,,,Berkeley,high
P::B::G710,withdrawn,2009-01-05,day,,2020-12-31,Berkeley,high
P::B::G712,withdrawn,2008-12-01,day,,2020-12-31,Berkeley,high
P::B::G713,withdrawn,2011-05-04,day,,2020-12-31,Berkeley,high
P::B::G715,withdrawn,2007-03-26,day,,2020-12-31,Berkeley,high
P::B::G716,withdrawn,2007-05-04,day,,2020-12-31,Berkeley,high
P::B::G718,withdrawn,2007-01-23,day,,2020-12-31,Berkeley,high
P::B::G719,withdrawn,2007-01-23,day,,2020-12-31,Berkeley,high
P::B::G720,withdrawn,2009-03-05,day,,2020-12-31,Berkeley,high
P::B::G721,withdrawn,2012-05-22,day,,2020-12-31,Berkeley,high
P::B::G722,withdrawn,2012-07-30,day,,2020-12-31,Berkeley,high
P::B::G723,operational,2008-08-15,day,,,Berkeley,high
P::B::G724,withdrawn,2009-04-08,day,,2020-12-31,Berkeley,high
P::B::G725,operational,2008-12-31,day,,,Berkeley,high
P::B::G726,operational,2008-06-01,day,,,Berkeley,high
P::B::G727,withdrawn,2010-05-12,day,,2020-12-31,Berkeley,high
P::B::G728,withdrawn,2007-02-28,day,,2020-12-31,Berkeley,high
P::B::G729,withdrawn,2007-03-19,day,,2020-12-31,Berkeley,high
P::B::G730,withdrawn,2007-04-23,day,,2020-12-31,Berkeley,high
P::B::G731,withdrawn,2010-08-26,day,,2020-12-31,Berkeley,high
P::B::G732,withdrawn,2007-02-22,day,,2020-12-31,Berkeley,high
P::B::G733,withdrawn,2010-12-28,day,,2020-12-31,Berkeley,high
P::B::G734,withdrawn,2011-05-04,day,,2020-12-31,Berkeley,high
P::B::G735,operational,2017-12-31,day,,,Berkeley,high
P::B::G736,operational,2019-12-01,day,,,Berkeley,high
P::B::G737,withdrawn,2011-05-04,day,,2020-12-31,Berkeley,high
P::B::G738,withdrawn,2008-11-14,day,,2020-12-31,Berkeley,high
P::B::G739,withdrawn,2007-03-02,day,,2020-12-31,Berkeley,high
P::B::G740,withdrawn,2013-09-03,day,,2020-12-31,Berkeley,high
P::B::G741,operational,2011-03-11,day,,,Berkeley,high
P::B::G742,withdrawn,2011-09-14,day,,2020-12-31,Berkeley,high
P::B::G743,operational,2009-12-01,day,,,Berkeley,high
P::B::G744,withdrawn,2009-03-17,day,,2020-12-31,Berkeley,high
P::B::G745,withdrawn,2008-11-12,day,,2020-12-31,Berkeley,high
P::B::G746,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G747,withdrawn,2009-04-27,day,,2020-12-31,Berkeley,high
P::B::G749,withdrawn,2021-12-31,interval,,2021-12-31,Berkeley,medium
P::B::G750,withdrawn,2009-03-02,day,,2020-12-31,Berkeley,high
P::B::G751,withdrawn,2011-05-04,day,,2020-12-31,Berkeley,high
P::B::G752,operational,2009-09-30,day,,,Berkeley,high
P::B::G753,withdrawn,2010-12-23,day,,2020-12-31,Berkeley,high
P::B::G754,withdrawn,2008-12-08,day,,2020-12-31,Berkeley,high
P::B::G755,withdrawn,2008-12-10,day,,2020-12-31,Berkeley,high
